,Combination,VotingType,F1Score
1737,DT+RF+SVC_RBF+LGBM+XGB_RF,hard,0.8538542355074306
5187,DT+RF+ETC+SVC_RBF+LGBM+XGB+LR,hard,0.8538542355074306
4188,RF+ETC+SVC_LIN+SVC_RBF+LGBM+LR,soft,0.8538470763963847
6111,RF+ETC+SVC_LIN+LGBM+XGB+XGB_RF+LR,hard,0.8538411399285791
7693,DT+RF+ETC+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF+LR,hard,0.8538411399285791
7955,RF+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8538411399285791
3599,DT+ETC+KNN+SVC_LIN+XGB+LR,hard,0.8538331102186524
3840,DT+KNN+SVC_LIN+SVC_RBF+XGB+NB,soft,0.8538038247098777
4614,ETC+KNN+SVC_LIN+LGBM+XGB+LR,soft,0.8538038247098777
4374,RF+KNN+SVC_LIN+LGBM_RF+XGB+LR,soft,0.8538038247098777
7832,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR+NB,soft,0.8538038247098777
7655,DT+RF+ETC+KNN+SVC_RBF+LGBM+XGB+LR+NB,hard,0.8538038247098777
5518,DT+ETC+KNN+SVC_LIN+SVC_RBF+XGB+LR,soft,0.8538038247098777
6174,RF+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+LR,soft,0.8538038247098777
6348,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+XGB+LR,soft,0.8538038247098777
7760,DT+RF+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR+NB,soft,0.8538038247098777
5268,DT+RF+KNN+SVC_LIN+SVC_RBF+XGB+NB,soft,0.8538038247098777
6866,DT+RF+KNN+SVC_LIN+SVC_RBF+XGB+LR+NB,soft,0.8538038247098777
3903,DT+KNN+SVC_RBF+LGBM+XGB_RF+LR,hard,0.8538037166085947
2142,DT+SVC_LIN+LGBM_RF+LR+NB,soft,0.8537974683544304
4235,RF+ETC+SVC_LIN+LGBM_RF+XGB+LR,hard,0.8537941238638765
7385,RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB+LR+NB,hard,0.8537941238638765
4317,RF+ETC+LGBM_RF+XGB+LR+NB,hard,0.8537941238638765
4569,RF+LGBM+LGBM_RF+XGB_RF+LR+NB,hard,0.8537941238638765
4573,RF+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8537941238638765
6463,ETC+SVC_LIN+SVC_RBF+LGBM+XGB+XGB_RF+LR,hard,0.8537940379403794
3143,LGBM+XGB+XGB_RF+LR+NB,hard,0.8537940379403794
6391,ETC+KNN+SVC_LIN+LGBM+XGB+XGB_RF+LR,hard,0.8537940379403794
2877,ETC+LGBM+XGB+XGB_RF+LR,hard,0.8537940379403794
2795,ETC+SVC_LIN+LGBM+XGB+LR,hard,0.8537940379403794
5721,DT+ETC+SVC_RBF+LGBM+XGB+XGB_RF+LR,hard,0.8537940379403794
2668,ETC+KNN+SVC_LIN+LGBM_RF+LR,soft,0.8537651923925322
4096,RF+ETC+KNN+SVC_LIN+LGBM_RF+LR,soft,0.8537651923925322
7936,RF+ETC+KNN+SVC_LIN+LGBM+XGB+XGB_RF+LR+NB,soft,0.8537498409929309
6540,KNN+SVC_LIN+LGBM+LGBM_RF+XGB+LR+NB,soft,0.8537498409929309
6274,RF+KNN+LGBM+LGBM_RF+XGB+LR+NB,soft,0.8537498409929309
4448,RF+KNN+LGBM+XGB+LR+NB,soft,0.8537498409929309
4880,KNN+SVC_LIN+LGBM+XGB+XGB_RF+NB,soft,0.8537498409929309
6394,ETC+KNN+SVC_LIN+LGBM+XGB+LR+NB,soft,0.8537498409929309
7562,KNN+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8537498409929309
7516,ETC+KNN+SVC_LIN+LGBM+XGB+XGB_RF+LR+NB,soft,0.8537498409929309
4870,KNN+SVC_LIN+LGBM+LGBM_RF+XGB+NB,soft,0.8537498409929309
4930,KNN+LGBM+LGBM_RF+XGB+LR+NB,soft,0.8537498409929309
6446,ETC+KNN+LGBM+XGB+XGB_RF+LR+NB,soft,0.8537498409929309
4934,KNN+LGBM+XGB+XGB_RF+LR+NB,soft,0.8537498409929309
4836,KNN+SVC_LIN+SVC_RBF+LGBM+XGB+LR,soft,0.8537498409929309
2474,RF+KNN+LGBM+XGB+NB,soft,0.8537498409929309
7440,RF+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+LR+NB,soft,0.8537498409929309
2161,DT+SVC_RBF+LGBM+XGB+XGB_RF,hard,0.8537498409929309
3020,KNN+LGBM+XGB+LR+NB,soft,0.8537498409929309
6044,RF+ETC+KNN+LGBM+XGB+LR+NB,soft,0.8537498409929309
1116,RF+LGBM+XGB_RF+LR,soft,0.8537498409929309
1738,DT+RF+SVC_RBF+LGBM+LR,soft,0.8537498409929309
6544,KNN+SVC_LIN+LGBM+XGB+XGB_RF+LR+NB,soft,0.8537498409929309
3422,DT+RF+KNN+XGB+LR+NB,soft,0.8537498409929309
7460,RF+KNN+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8537498409929309
1538,LGBM+LGBM_RF+XGB_RF+LR,soft,0.8537498409929309
6226,RF+KNN+SVC_LIN+LGBM+XGB+LR+NB,soft,0.8537498409929309
2936,KNN+SVC_LIN+LGBM+XGB+NB,soft,0.8537498409929309
2394,RF+KNN+SVC_LIN+SVC_RBF+XGB,soft,0.8537313541518756
2499,RF+KNN+XGB+LR+NB,hard,0.8537313541518756
6395,ETC+KNN+SVC_LIN+LGBM+XGB+LR+NB,hard,0.8537313541518756
2675,ETC+KNN+SVC_LIN+XGB+LR,hard,0.8537313541518756
2079,DT+KNN+XGB+LR+NB,hard,0.8537313541518756
7274,RF+ETC+KNN+SVC_LIN+SVC_RBF+XGB+LR+NB,soft,0.8537313541518756
1314,KNN+SVC_LIN+SVC_RBF+XGB,soft,0.8537313541518756
2139,DT+SVC_LIN+LGBM_RF+XGB_RF+LR,hard,0.8536585365853658
4887,KNN+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR,hard,0.8536155202821868
4030,DT+SVC_RBF+LGBM+LGBM_RF+XGB+LR,soft,0.8536144578313253
6872,DT+RF+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+LR,soft,0.8536144578313253
6563,SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8536144578313253
2592,RF+SVC_RBF+LGBM_RF+XGB+XGB_RF,soft,0.8536144578313253
282,RF+SVC_LIN+XGB,soft,0.8536144578313253
6507,KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF,hard,0.8536144578313253
6562,SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8536144578313253
1440,SVC_LIN+SVC_RBF+XGB+XGB_RF,soft,0.8536144578313253
3973,DT+SVC_LIN+SVC_RBF+LGBM+XGB_RF+LR,hard,0.8536144578313253
6210,RF+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8536144578313253
5460,DT+RF+SVC_RBF+LGBM+LGBM_RF+XGB+NB,soft,0.8536144578313253
5164,DT+RF+ETC+SVC_LIN+LGBM_RF+XGB_RF+NB,soft,0.8536144578313252
648,DT+RF+LGBM_RF+NB,soft,0.8536144578313252
658,DT+RF+XGB_RF+NB,soft,0.8536144578313252
5452,DT+RF+SVC_LIN+LGBM_RF+XGB_RF+LR+NB,soft,0.8536144578313252
732,DT+ETC+LR+NB,soft,0.8535963104700226
5104,DT+RF+ETC+KNN+XGB_RF+LR+NB,soft,0.8535949900477781
561,LGBM_RF+XGB_RF+NB,hard,0.8535864978902955
463,SVC_LIN+SVC_RBF+LGBM_RF,hard,0.8535742752385508
2116,DT+SVC_LIN+LGBM+LGBM_RF+LR,soft,0.8535673737747856
4034,DT+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR,soft,0.8535673737747856
2173,DT+SVC_RBF+LGBM_RF+XGB+XGB_RF,hard,0.8535673737747856
5388,DT+RF+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF,soft,0.8535673737747856
5426,DT+RF+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8535673737747856
3678,DT+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF,soft,0.8535673737747856
5462,DT+RF+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR,soft,0.8535673737747856
2093,DT+SVC_LIN+SVC_RBF+LGBM_RF+XGB,hard,0.8535673737747856
608,DT+RF+SVC_LIN+LGBM,soft,0.8535673737747856
808,DT+SVC_LIN+LGBM+LR,soft,0.8535673737747856
5640,DT+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF,soft,0.8535673737747856
5863,DT+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF,hard,0.8535673737747856
1708,DT+RF+SVC_LIN+LGBM+LR,soft,0.8535673737747856
5698,DT+ETC+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR,soft,0.8535673737747856
3488,DT+RF+SVC_LIN+XGB+XGB_RF+LR,soft,0.8535673737747856
5771,DT+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF,hard,0.8535673737747856
3224,DT+RF+ETC+SVC_LIN+LGBM_RF+XGB,soft,0.8535673737747856
5476,DT+RF+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8535673737747856
864,DT+LGBM+LGBM_RF+XGB_RF,soft,0.8535612535612535
7828,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8535431660336342
3097,SVC_LIN+LGBM_RF+XGB+XGB_RF+NB,hard,0.8535431660336342
3843,DT+KNN+SVC_LIN+SVC_RBF+XGB_RF+LR,hard,0.8535431660336342
7118,DT+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,soft,0.8535431660336342
3312,DT+RF+ETC+XGB_RF+LR+NB,soft,0.8535431660336342
5242,DT+RF+ETC+LGBM_RF+XGB_RF+LR+NB,soft,0.8535431660336342
4064,DT+LGBM+LGBM_RF+XGB_RF+LR+NB,soft,0.8535431660336342
5744,DT+ETC+LGBM+LGBM_RF+XGB_RF+LR+NB,soft,0.8535431660336342
5910,DT+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR+NB,soft,0.8535431660336342
4053,DT+SVC_RBF+LGBM_RF+XGB+LR+NB,hard,0.8535211862839875
4055,DT+SVC_RBF+LGBM_RF+XGB_RF+LR+NB,hard,0.8535211862839875
5670,DT+ETC+SVC_LIN+SVC_RBF+XGB+XGB_RF+LR,soft,0.8534798534798534
3696,DT+ETC+SVC_LIN+SVC_RBF+XGB+XGB_RF,soft,0.8534798534798534
2086,DT+SVC_LIN+SVC_RBF+LGBM+XGB_RF,soft,0.8534798534798534
684,DT+ETC+SVC_LIN+XGB,soft,0.8534798534798534
3780,DT+ETC+SVC_RBF+XGB+XGB_RF+LR,soft,0.8534798534798534
5728,DT+ETC+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8534798534798534
5496,DT+RF+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8534798534798534
3978,DT+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF,soft,0.8534798534798534
2166,DT+SVC_RBF+LGBM+XGB_RF+LR,soft,0.8534798534798534
7838,DT+ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8534798534798534
5658,DT+ETC+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF,soft,0.8534798534798534
6808,DT+RF+ETC+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8534798534798534
5748,DT+ETC+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8534798534798534
2156,DT+SVC_RBF+LGBM+LGBM_RF+LR,soft,0.8534798534798534
5208,DT+RF+ETC+SVC_RBF+XGB+XGB_RF+LR,soft,0.8534798534798534
483,SVC_LIN+LGBM_RF+XGB,hard,0.853449328781552
7080,DT+ETC+KNN+SVC_RBF+LGBM+XGB+XGB_RF+LR,soft,0.853447545456086
6920,DT+RF+KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.853447545456086
6912,DT+RF+KNN+SVC_RBF+LGBM+XGB+XGB_RF+LR,soft,0.853447545456086
2574,RF+SVC_RBF+LGBM+LGBM_RF+XGB_RF,soft,0.853447545456086
5516,DT+ETC+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF,soft,0.853447545456086
5832,DT+KNN+SVC_RBF+LGBM+XGB+XGB_RF+LR,soft,0.853447545456086
5840,DT+KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.853447545456086
7208,DT+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.853447545456086
7650,DT+RF+ETC+KNN+SVC_RBF+LGBM+XGB+XGB_RF+LR,soft,0.853447545456086
5264,DT+RF+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF,soft,0.853447545456086
7850,DT+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.853447545456086
3506,DT+RF+SVC_RBF+LGBM+XGB+LR,soft,0.853447545456086
7778,DT+RF+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.853447545456086
7506,ETC+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF+LR+NB,soft,0.8533870490762153
7434,RF+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF+LR+NB,soft,0.8533870490762153
3132,SVC_RBF+XGB+XGB_RF+LR+NB,soft,0.8533870490762153
4860,KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF+NB,soft,0.8533870490762153
7496,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+XGB_RF+LR+NB,soft,0.8533870490762153
5354,DT+RF+KNN+SVC_RBF+XGB_RF+LR+NB,soft,0.8533870490762153
4426,RF+KNN+SVC_RBF+XGB+XGB_RF+NB,soft,0.8533870490762153
6204,RF+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF+NB,soft,0.8533870490762153
7454,RF+KNN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR+NB,soft,0.8533870490762153
3924,DT+KNN+SVC_RBF+XGB+LR+NB,soft,0.8533870490762153
6426,ETC+KNN+SVC_RBF+LGBM+XGB_RF+LR+NB,soft,0.8533870490762153
7560,KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8533870490762153
4430,RF+KNN+SVC_RBF+XGB_RF+LR+NB,soft,0.8533870490762153
496,SVC_LIN+XGB_RF+LR,soft,0.8533284114679464
4450,RF+KNN+LGBM+XGB_RF+LR+NB,soft,0.8533147995182179
4410,RF+KNN+SVC_RBF+LGBM+LR+NB,soft,0.8533147995182179
5137,DT+RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB,hard,0.8532657632516987
4869,KNN+SVC_LIN+LGBM+LGBM_RF+XGB+LR,hard,0.8532632678974141
1996,DT+KNN+SVC_LIN+LGBM_RF+LR,soft,0.8532555081971137
618,DT+RF+SVC_LIN+NB,soft,0.8532553355794135
7555,KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+LR+NB,hard,0.8532446976891421
6969,DT+RF+SVC_LIN+SVC_RBF+LGBM_RF+XGB_RF+LR+NB,hard,0.8532446976891421
922,RF+ETC+SVC_LIN+LGBM_RF,soft,0.8532446976891421
3443,DT+RF+SVC_LIN+SVC_RBF+LGBM_RF+NB,hard,0.8532446976891421
54,ETC+XGB_RF,soft,0.8532446976891421
6861,DT+RF+KNN+SVC_LIN+SVC_RBF+LGBM_RF+LR+NB,hard,0.8532446976891421
4106,RF+ETC+KNN+SVC_LIN+XGB_RF+LR,soft,0.8532349609599787
5272,DT+RF+KNN+SVC_LIN+SVC_RBF+XGB_RF+NB,soft,0.8532349609599787
7426,RF+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8532349609599787
4670,ETC+KNN+SVC_RBF+LGBM_RF+XGB_RF+LR,soft,0.8532034267946799
7633,DT+RF+ETC+KNN+SVC_LIN+LGBM_RF+XGB+LR+NB,hard,0.8531939605110336
7635,DT+RF+ETC+KNN+SVC_LIN+LGBM_RF+XGB_RF+LR+NB,hard,0.8531939605110336
1885,DT+ETC+SVC_LIN+LGBM_RF+LR,hard,0.8531746031746031
2789,ETC+SVC_LIN+LGBM+LGBM_RF+LR,hard,0.8531746031746031
5792,DT+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+LR,soft,0.853160683723441
3991,DT+SVC_LIN+SVC_RBF+XGB+XGB_RF+LR,hard,0.853160683723441
8028,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.853160683723441
7658,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.853160683723441
6930,DT+RF+KNN+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.853160683723441
2638,RF+LGBM_RF+XGB_RF+LR+NB,soft,0.8531554362949713
4240,RF+ETC+SVC_LIN+LGBM_RF+XGB_RF+NB,soft,0.8531554362949713
2560,RF+SVC_LIN+LGBM_RF+XGB_RF+NB,soft,0.8531554362949713
56,ETC+LR,soft,0.8531554362949713
2890,ETC+LGBM_RF+XGB_RF+LR+NB,soft,0.8531554362949713
1480,SVC_LIN+LGBM_RF+XGB_RF+NB,soft,0.8531554362949713
2812,ETC+SVC_LIN+LGBM_RF+XGB_RF+NB,soft,0.8531554362949713
2174,DT+SVC_RBF+LGBM_RF+XGB+LR,soft,0.8531533825651474
2102,DT+SVC_LIN+SVC_RBF+XGB+LR,soft,0.8531533825651474
3750,DT+ETC+SVC_RBF+LGBM+LGBM_RF+XGB_RF,soft,0.8531224872688288
1809,DT+ETC+KNN+SVC_LIN+XGB,hard,0.8531224872688288
1873,DT+ETC+SVC_LIN+LGBM+XGB,hard,0.8531224872688288
5228,DT+RF+ETC+LGBM+XGB+XGB_RF+LR,soft,0.8531224872688288
2194,DT+LGBM+LGBM_RF+XGB+LR,soft,0.8531224872688288
3433,DT+RF+SVC_LIN+SVC_RBF+LGBM+LR,hard,0.8531224872688288
1805,DT+ETC+KNN+SVC_LIN+LGBM,hard,0.8531224872688288
2109,DT+SVC_LIN+SVC_RBF+XGB_RF+NB,hard,0.8531198686371101
4063,DT+LGBM+LGBM_RF+XGB+LR+NB,hard,0.8531054297580317
1008,RF+KNN+LGBM+NB,soft,0.8530600118835413
3323,DT+RF+KNN+SVC_LIN+SVC_RBF+LR,hard,0.8530573973611949
2847,ETC+SVC_RBF+LGBM_RF+XGB+LR,hard,0.8530573973611949
6385,ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB_RF+LR,hard,0.8530573973611949
8115,DT+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8530573973611949
7879,DT+ETC+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8530573973611949
1936,DT+ETC+LGBM+LGBM_RF+NB,soft,0.8530573973611949
2871,ETC+LGBM+LGBM_RF+XGB_RF+LR,hard,0.8530573973611949
4766,ETC+SVC_LIN+LGBM+XGB+XGB_RF+LR,soft,0.8530573973611949
632,DT+RF+LGBM+LGBM_RF,soft,0.8530232039268183
2300,RF+ETC+SVC_LIN+LGBM_RF+XGB,soft,0.8530232039268183
390,ETC+LGBM_RF+NB,soft,0.8529908165797965
5789,DT+KNN+SVC_LIN+SVC_RBF+XGB_RF+LR+NB,hard,0.8529481562614093
959,RF+ETC+LGBM_RF+LR,hard,0.8529394230091757
4054,DT+SVC_RBF+LGBM_RF+XGB_RF+LR+NB,soft,0.8529281418170306
6470,ETC+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,soft,0.8529203232683821
2218,DT+LGBM_RF+XGB_RF+LR+NB,soft,0.8529203232683821
4734,ETC+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF,soft,0.8529203232683821
2646,ETC+KNN+SVC_LIN+SVC_RBF+XGB,soft,0.8529008554848349
951,RF+ETC+LGBM+LR,hard,0.8528954637113856
4452,RF+KNN+LGBM_RF+XGB+XGB_RF+LR,soft,0.8528693528693528
4654,ETC+KNN+SVC_RBF+LGBM+XGB+LR,soft,0.8528490314706912
7480,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+LR,soft,0.8528490314706912
6338,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB,soft,0.8528490314706912
2846,ETC+SVC_RBF+LGBM_RF+XGB+LR,soft,0.8528490314706912
2282,RF+ETC+SVC_LIN+SVC_RBF+XGB,soft,0.8528490314706912
2813,ETC+SVC_LIN+LGBM_RF+XGB_RF+NB,hard,0.8528490314706912
1260,ETC+SVC_RBF+XGB+LR,soft,0.8528490314706912
4489,RF+SVC_LIN+SVC_RBF+LGBM_RF+XGB_RF+LR,hard,0.8528490314706912
6487,ETC+SVC_LIN+LGBM+LGBM_RF+XGB_RF+LR+NB,hard,0.8528490314706912
5705,DT+ETC+SVC_LIN+LGBM_RF+XGB_RF+LR+NB,hard,0.8528490314706912
2772,ETC+SVC_LIN+SVC_RBF+XGB+XGB_RF,soft,0.8528490314706912
1922,DT+ETC+SVC_RBF+XGB+NB,soft,0.8528490314706912
6491,ETC+SVC_LIN+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8528490314706912
317,RF+LGBM_RF+LR,hard,0.8528490314706912
2811,ETC+SVC_LIN+LGBM_RF+XGB_RF+LR,hard,0.8528490314706912
3772,DT+ETC+SVC_RBF+LGBM_RF+XGB+NB,soft,0.8528490314706912
1125,RF+LGBM_RF+XGB+LR,hard,0.852848169807234
5710,DT+ETC+SVC_RBF+LGBM+LGBM_RF+XGB+LR,soft,0.8528472865822264
1783,DT+RF+LGBM_RF+XGB+XGB_RF,hard,0.8528472865822264
1776,DT+RF+LGBM+XGB_RF+LR,soft,0.8528472865822264
1944,DT+ETC+LGBM+XGB_RF+LR,soft,0.8528472865822264
3998,DT+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8528472865822264
3542,DT+RF+LGBM+LGBM_RF+XGB_RF+LR,soft,0.8528472865822264
5359,DT+RF+KNN+LGBM+LGBM_RF+XGB+LR,hard,0.8528248797659774
3986,DT+SVC_LIN+SVC_RBF+LGBM_RF+XGB_RF+NB,soft,0.852817442609946
2804,ETC+SVC_LIN+LGBM_RF+XGB+XGB_RF,soft,0.8527930803175655
1210,ETC+SVC_LIN+LGBM+LGBM_RF,soft,0.8527930803175655
6480,ETC+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF+LR,soft,0.8527930803175655
3921,DT+KNN+SVC_RBF+XGB+XGB_RF+LR,hard,0.852791327913279
3413,DT+RF+KNN+LGBM_RF+XGB_RF+LR,hard,0.8527452891487979
3447,DT+RF+SVC_LIN+SVC_RBF+XGB+LR,hard,0.8527443105756358
4312,RF+ETC+LGBM_RF+XGB+XGB_RF+LR,soft,0.8527443105756358
3491,DT+RF+SVC_LIN+XGB+XGB_RF+NB,hard,0.8527443105756358
6863,DT+RF+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF+LR,hard,0.8527443105756358
5244,DT+RF+ETC+XGB+XGB_RF+LR+NB,soft,0.8527443105756358
6828,DT+RF+ETC+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8527443105756358
2352,RF+ETC+LGBM+LGBM_RF+XGB_RF,soft,0.8527443105756358
5746,DT+ETC+LGBM+XGB+XGB_RF+LR+NB,soft,0.8527443105756358
1624,DT+RF+ETC+XGB+LR,soft,0.8527443105756358
7164,DT+ETC+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8527443105756358
5027,DT+RF+ETC+KNN+SVC_LIN+XGB+LR,hard,0.8527443105756358
5025,DT+RF+ETC+KNN+SVC_LIN+XGB+XGB_RF,hard,0.8527443105756358
5880,DT+SVC_LIN+SVC_RBF+LGBM+XGB_RF+LR+NB,soft,0.852740521991168
7172,DT+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR,soft,0.852740521991168
5271,DT+RF+KNN+SVC_LIN+SVC_RBF+XGB_RF+LR,hard,0.852740521991168
4786,ETC+SVC_RBF+LGBM+LGBM_RF+XGB+LR,soft,0.8527219991075413
6131,RF+ETC+SVC_RBF+LGBM+LGBM_RF+XGB+LR,hard,0.8527219991075413
6577,SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8527219991075413
7989,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8527219991075413
6549,KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8527219991075413
7727,DT+RF+ETC+SVC_RBF+LGBM+LGBM_RF+XGB+LR+NB,hard,0.8527219991075413
6493,ETC+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8527219991075413
4714,ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB,soft,0.8527219991075413
4796,ETC+SVC_RBF+LGBM+XGB+XGB_RF+LR,soft,0.8527219991075413
2113,DT+SVC_LIN+LGBM+LGBM_RF+XGB,hard,0.8527100064351262
1966,DT+ETC+XGB+LR+NB,soft,0.8527055600226333
1964,DT+ETC+XGB+XGB_RF+NB,soft,0.8527055600226333
6382,ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+NB,soft,0.8527055600226333
3298,DT+RF+ETC+LGBM_RF+XGB+NB,soft,0.8527055600226333
1214,ETC+SVC_LIN+LGBM+XGB_RF,soft,0.8527055600226333
7512,ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+LR+NB,soft,0.8527055600226333
1858,DT+ETC+SVC_LIN+SVC_RBF+LGBM,soft,0.8527055600226333
1906,DT+ETC+SVC_RBF+LGBM+LR,soft,0.8527055600226333
5716,DT+ETC+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,soft,0.8527055600226333
1126,RF+LGBM_RF+XGB+NB,soft,0.8527055600226333
5238,DT+RF+ETC+LGBM_RF+XGB+XGB_RF+NB,soft,0.8527055600226333
4298,RF+ETC+LGBM+LGBM_RF+XGB_RF+LR,soft,0.8527055600226333
5731,DT+ETC+SVC_RBF+LGBM_RF+XGB+XGB_RF+NB,hard,0.8527055600226333
5735,DT+ETC+SVC_RBF+LGBM_RF+XGB_RF+LR+NB,hard,0.8527055600226333
3308,DT+RF+ETC+XGB+XGB_RF+NB,soft,0.8527055600226333
726,DT+ETC+XGB+NB,soft,0.8527055600226333
7162,DT+ETC+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8527055600226333
2377,RF+ETC+LGBM_RF+XGB_RF+LR,hard,0.8527055600226333
5381,DT+RF+KNN+LGBM_RF+XGB+LR+NB,hard,0.8527055600226333
2364,RF+ETC+LGBM+XGB_RF+LR,soft,0.8527055600226333
1228,ETC+SVC_LIN+XGB+XGB_RF,soft,0.8527055600226333
1626,DT+RF+ETC+XGB+NB,soft,0.8527055600226333
7133,DT+ETC+SVC_LIN+SVC_RBF+LGBM_RF+XGB+XGB_RF+NB,hard,0.8527055600226333
4036,DT+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,soft,0.8527055600226333
6442,ETC+KNN+LGBM+LGBM_RF+XGB+LR+NB,soft,0.8527055600226333
