,Combination,VotingType,F1Score
6624,DT+RF+ETC+KNN+SVC_LIN+LGBM+XGB_RF+NB,soft,0.8373596951910205
6674,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB_RF+LR,soft,0.8373596951910205
7585,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+XGB_RF+NB,hard,0.8373596951910205
5175,DT+RF+ETC+SVC_LIN+XGB_RF+LR+NB,hard,0.8373596951910205
8016,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,soft,0.8373596951910205
5983,RF+ETC+KNN+SVC_LIN+XGB+XGB_RF+NB,hard,0.8373596951910205
5292,DT+RF+KNN+SVC_LIN+LGBM+XGB_RF+NB,soft,0.8373596951910205
2315,RF+ETC+SVC_LIN+XGB_RF+LR,hard,0.8373596951910205
6344,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+NB,soft,0.8373596951910205
5050,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+LR,soft,0.8373596951910205
5314,DT+RF+KNN+SVC_LIN+XGB_RF+LR+NB,soft,0.8373596951910205
5510,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB_RF,soft,0.8373596951910205
3316,DT+RF+KNN+SVC_LIN+SVC_RBF+LGBM_RF,soft,0.8373596951910205
2026,DT+KNN+SVC_RBF+LGBM_RF+LR,soft,0.8373596951910205
5194,DT+RF+ETC+SVC_RBF+LGBM+LR+NB,soft,0.8373596951910205
7603,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF+NB,hard,0.8373596951910205
2172,DT+SVC_RBF+LGBM_RF+XGB+XGB_RF,soft,0.8373596951910205
7646,DT+RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,soft,0.8373596951910205
5988,RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB,soft,0.8373596951910205
2072,DT+KNN+LGBM_RF+LR+NB,soft,0.8373596951910205
2313,RF+ETC+SVC_LIN+XGB+NB,hard,0.8373596951910205
3331,DT+RF+KNN+SVC_LIN+LGBM+XGB_RF,hard,0.8373403019744483
645,DT+RF+LGBM_RF+XGB_RF,hard,0.8373403019744483
2917,KNN+SVC_LIN+SVC_RBF+XGB+NB,hard,0.8373402701715955
23,RF+ETC,hard,0.8373151981909969
1461,SVC_LIN+LGBM+XGB+XGB_RF,hard,0.8373061095283317
821,DT+SVC_LIN+XGB+XGB_RF,hard,0.8373054587688733
2983,KNN+SVC_RBF+LGBM+LR+NB,hard,0.8372833214605366
2803,ETC+SVC_LIN+LGBM+LR+NB,hard,0.8372785369729936
220,DT+LGBM+NB,soft,0.8372489959839357
2568,RF+SVC_LIN+XGB+LR+NB,soft,0.837234924843664
6388,ETC+KNN+SVC_LIN+LGBM+LGBM_RF+LR+NB,soft,0.837234924843664
4876,KNN+SVC_LIN+LGBM+LGBM_RF+LR+NB,soft,0.837234924843664
1420,KNN+XGB_RF+LR+NB,soft,0.837234924843664
4709,ETC+KNN+LGBM_RF+XGB+LR+NB,hard,0.8372338583309048
882,DT+LGBM_RF+XGB+XGB_RF,soft,0.8372207419553187
384,ETC+LGBM_RF+XGB,soft,0.8372188786822935
784,DT+KNN+XGB_RF+LR,soft,0.8371920472728768
1852,DT+ETC+KNN+XGB_RF+LR,soft,0.8371920472728768
3188,DT+RF+ETC+KNN+LGBM_RF+NB,soft,0.837171107759343
1599,DT+RF+ETC+SVC_RBF+XGB_RF,hard,0.8371707039318662
1076,RF+SVC_RBF+LGBM+XGB_RF,soft,0.8371707039318662
3904,DT+KNN+SVC_RBF+LGBM+XGB_RF+NB,soft,0.8371707039318662
4156,RF+ETC+KNN+LGBM+XGB_RF+LR,soft,0.8371707039318662
5414,DT+RF+SVC_LIN+SVC_RBF+LGBM_RF+XGB_RF+NB,soft,0.8371678395317255
6592,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+LR,soft,0.8371678395317255
2067,DT+KNN+LGBM_RF+XGB+NB,hard,0.8371606523082775
6871,DT+RF+KNN+SVC_LIN+LGBM+LGBM_RF+XGB+XGB_RF,hard,0.8371546149323926
3851,DT+KNN+SVC_LIN+LGBM+LGBM_RF+XGB_RF,hard,0.8371546149323926
6833,DT+RF+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF,hard,0.8371546149323926
4293,RF+ETC+LGBM+LGBM_RF+XGB+XGB_RF,hard,0.8371546149323926
3337,DT+RF+KNN+SVC_LIN+LGBM_RF+XGB,hard,0.8371546149323926
6931,DT+RF+KNN+LGBM+LGBM_RF+XGB+XGB_RF+LR,hard,0.8371546149323926
3275,DT+RF+ETC+LGBM+LGBM_RF+XGB,hard,0.8371546149323926
970,RF+ETC+XGB_RF+NB,soft,0.8371308016877638
3149,DT+RF+ETC+KNN+SVC_LIN+LGBM,hard,0.8371274571972099
4350,RF+KNN+SVC_LIN+SVC_RBF+LR+NB,soft,0.8371156302190785
4422,RF+KNN+SVC_RBF+LGBM_RF+LR+NB,soft,0.8371156302190785
1039,RF+SVC_LIN+SVC_RBF+LR,hard,0.8371003482114593
4785,ETC+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF,hard,0.8370924343146565
4037,DT+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,hard,0.8370924343146565
2350,RF+ETC+LGBM+LGBM_RF+XGB,soft,0.8370924343146565
6474,ETC+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR+NB,soft,0.8370881025447107
6018,RF+ETC+KNN+SVC_RBF+LGBM_RF+LR+NB,soft,0.8370881025447107
1346,KNN+SVC_LIN+XGB_RF+LR,soft,0.8370881025447107
978,RF+KNN+SVC_LIN+LGBM_RF,soft,0.8370881025447107
4072,RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF,soft,0.8370881025447107
676,DT+ETC+KNN+NB,soft,0.8370813397129186
5937,RF+ETC+KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF,hard,0.8370722189541772
2343,RF+ETC+SVC_RBF+XGB+NB,hard,0.8370722189541772
2607,RF+SVC_RBF+XGB+XGB_RF+NB,hard,0.8370722189541772
846,DT+SVC_RBF+LGBM_RF+LR,soft,0.8370722189541772
3997,DT+SVC_LIN+SVC_RBF+XGB_RF+LR+NB,hard,0.8370701649771418
641,DT+RF+LGBM+NB,hard,0.8370684777578173
7057,DT+ETC+KNN+SVC_LIN+LGBM+XGB_RF+LR+NB,hard,0.8370634920634922
3807,DT+ETC+LGBM+XGB_RF+LR+NB,hard,0.8370634920634922
3699,DT+ETC+SVC_LIN+SVC_RBF+XGB+LR,hard,0.8370632723448349
2823,ETC+SVC_LIN+XGB_RF+LR+NB,hard,0.8370621570097782
2745,ETC+KNN+LGBM_RF+LR+NB,hard,0.8370621570097782
2815,ETC+SVC_LIN+LGBM_RF+LR+NB,hard,0.8370621570097782
488,SVC_LIN+LGBM_RF+NB,soft,0.8370621570097782
2563,RF+SVC_LIN+LGBM_RF+LR+NB,hard,0.8370621570097782
3245,DT+RF+ETC+SVC_RBF+LGBM+LGBM_RF,hard,0.8370602809341934
4613,ETC+KNN+SVC_LIN+LGBM+XGB+XGB_RF,hard,0.8370602809341934
653,DT+RF+XGB+LR,hard,0.8370602809341934
1701,DT+RF+SVC_LIN+SVC_RBF+NB,hard,0.837052076070164
3051,SVC_LIN+SVC_RBF+LGBM+XGB_RF+NB,hard,0.837052076070164
8053,DT+RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+NB,hard,0.837015626649773
7317,RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,hard,0.837015626649773
815,DT+SVC_LIN+LGBM_RF+XGB_RF,hard,0.837015626649773
6793,DT+RF+ETC+SVC_RBF+LGBM+LGBM_RF+XGB+NB,hard,0.837015626649773
3503,DT+RF+SVC_RBF+LGBM+LGBM_RF+NB,hard,0.837015626649773
4255,RF+ETC+SVC_RBF+LGBM+LGBM_RF+XGB_RF,hard,0.837015626649773
7485,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR,hard,0.837015626649773
7523,ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+NB,hard,0.837015626649773
4259,RF+ETC+SVC_RBF+LGBM+LGBM_RF+NB,hard,0.837015626649773
4117,RF+ETC+KNN+SVC_RBF+LGBM+XGB_RF,hard,0.837015626649773
7241,RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF,hard,0.837015626649773
7309,RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF,hard,0.837015626649773
7239,RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB,hard,0.837015626649773
4791,ETC+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR,hard,0.837015626649773
213,DT+LGBM+LGBM_RF,hard,0.8369974675530231
5211,DT+RF+ETC+SVC_RBF+XGB+XGB_RF+NB,hard,0.836996336996337
2475,RF+KNN+LGBM+XGB+NB,hard,0.836996336996337
4086,RF+ETC+KNN+SVC_LIN+LGBM+XGB_RF,soft,0.836996336996337
602,DT+RF+KNN+LR,soft,0.836996336996337
1755,DT+RF+SVC_RBF+XGB+NB,hard,0.836996336996337
6255,RF+KNN+SVC_RBF+LGBM+XGB+XGB_RF+NB,hard,0.836996336996337
295,RF+SVC_RBF+XGB,hard,0.836996336996337
1863,DT+ETC+SVC_LIN+SVC_RBF+XGB,hard,0.836996336996337
713,DT+ETC+LGBM+NB,hard,0.8369695377854597
4498,RF+SVC_LIN+SVC_RBF+XGB+LR+NB,soft,0.836969439265583
4966,SVC_LIN+SVC_RBF+XGB+XGB_RF+LR+NB,soft,0.836969439265583
1928,DT+ETC+SVC_RBF+LR+NB,soft,0.8369539670281704
4948,SVC_LIN+SVC_RBF+LGBM+LGBM_RF+LR+NB,soft,0.8369432641930539
6356,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LR+NB,soft,0.8369432641930539
4986,SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR+NB,soft,0.8369432641930539
3052,SVC_LIN+SVC_RBF+LGBM+LR+NB,soft,0.8369432641930539
719,DT+ETC+LGBM_RF+LR,hard,0.8369303339296614
6306,RF+SVC_LIN+SVC_RBF+LGBM_RF+XGB+LR+NB,soft,0.8369261875790762
4468,RF+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+NB,soft,0.8369261875790762
5596,DT+ETC+KNN+SVC_RBF+LGBM_RF+XGB_RF+NB,soft,0.8369184648254416
7995,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR+NB,hard,0.8369184648254416
6676,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB_RF+NB,soft,0.8369184648254416
7023,DT+ETC+KNN+SVC_LIN+SVC_RBF+LGBM_RF+XGB+NB,hard,0.8369120928157073
4582,ETC+KNN+SVC_LIN+SVC_RBF+LGBM+NB,soft,0.8369048528757131
2827,ETC+SVC_RBF+LGBM+LGBM_RF+XGB_RF,hard,0.8369047619047619
1901,DT+ETC+SVC_RBF+LGBM+LGBM_RF,hard,0.8368904367497897
6014,RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB_RF+LR,soft,0.8368448151580682
1322,KNN+SVC_LIN+LGBM+LGBM_RF,soft,0.8368217054263565
5993,RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+LR,hard,0.8368143459915611
2265,RF+ETC+KNN+LGBM_RF+NB,hard,0.8368143459915611
1351,KNN+SVC_LIN+LR+NB,hard,0.8368129978037099
207,DT+SVC_RBF+XGB_RF,hard,0.8367853572215322
1836,DT+ETC+KNN+LGBM+NB,soft,0.8367837923393479
2048,DT+KNN+LGBM+LGBM_RF+NB,soft,0.8367837923393479
5049,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB_RF,hard,0.8367837923393479
5051,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+LR,hard,0.8367837923393479
4661,ETC+KNN+SVC_RBF+LGBM+XGB_RF+NB,hard,0.8367270589492812
4537,RF+SVC_RBF+LGBM+LGBM_RF+XGB+NB,hard,0.8367270589492812
2431,RF+KNN+SVC_LIN+LR+NB,hard,0.836718673339221
2683,ETC+KNN+SVC_LIN+LR+NB,hard,0.836718673339221
1451,SVC_LIN+SVC_RBF+LR+NB,hard,0.836718673339221
3147,DT+RF+ETC+KNN+SVC_LIN+SVC_RBF,hard,0.8367137686548664
6701,DT+RF+ETC+KNN+LGBM+XGB+XGB_RF+LR,hard,0.8367137686548664
2842,ETC+SVC_RBF+LGBM+LR+NB,soft,0.8367099592283939
461,SVC_LIN+SVC_RBF+LGBM,hard,0.8366981360445412
4653,ETC+KNN+SVC_RBF+LGBM+XGB+XGB_RF,hard,0.8366888607059818
4161,RF+ETC+KNN+LGBM+LR+NB,hard,0.8366888607059818
4619,ETC+KNN+SVC_LIN+LGBM+XGB_RF+LR,hard,0.8366888607059818
4115,RF+ETC+KNN+SVC_RBF+LGBM+XGB,hard,0.8366888607059818
774,DT+KNN+LGBM_RF+LR,soft,0.836682070859286
1473,SVC_LIN+LGBM_RF+XGB+XGB_RF,hard,0.8366809116809116
7548,ETC+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,soft,0.8366389707853122
4818,ETC+LGBM+LGBM_RF+XGB+LR+NB,soft,0.8366389707853122
3640,DT+ETC+KNN+LGBM+LGBM_RF+XGB_RF,soft,0.8366389707853122
6102,RF+ETC+SVC_LIN+LGBM+LGBM_RF+XGB+NB,soft,0.8366389707853122
1282,ETC+LGBM+XGB+NB,soft,0.8366389707853122
552,LGBM_RF+XGB+XGB_RF,soft,0.8366389707853122
436,KNN+LGBM+LR,soft,0.8366357069143447
1770,DT+RF+LGBM+XGB+XGB_RF,soft,0.8366308705026961
3122,SVC_RBF+LGBM+XGB_RF+LR+NB,soft,0.8366246623461531
3579,DT+ETC+KNN+SVC_LIN+LGBM+LGBM_RF,hard,0.8365561170601712
897,DT+XGB+XGB_RF+NB,hard,0.8365311653116532
3681,DT+ETC+SVC_LIN+SVC_RBF+LGBM+XGB,hard,0.8365311653116532
7083,DT+ETC+KNN+SVC_RBF+LGBM+XGB+XGB_RF+NB,hard,0.836518803784529
6661,DT+RF+ETC+KNN+SVC_RBF+LGBM+XGB+NB,hard,0.836518803784529
4131,RF+ETC+KNN+SVC_RBF+XGB+XGB_RF,hard,0.836518803784529
2442,RF+KNN+SVC_RBF+LGBM_RF+XGB,soft,0.8364887696283044
4845,KNN+SVC_LIN+SVC_RBF+LGBM+LR+NB,hard,0.8364887696283044
4764,ETC+SVC_LIN+LGBM+LGBM_RF+LR+NB,soft,0.8364887696283044
2984,KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF,soft,0.8364887696283044
4875,KNN+SVC_LIN+LGBM+LGBM_RF+XGB_RF+NB,hard,0.8364751779385925
1211,ETC+SVC_LIN+LGBM+LGBM_RF,hard,0.8364751779385925
1748,DT+RF+SVC_RBF+LGBM_RF+NB,soft,0.8364737049687823
6757,DT+RF+ETC+SVC_LIN+SVC_RBF+XGB_RF+LR+NB,hard,0.8364672364672364
7907,RF+ETC+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,hard,0.8364672364672364
6654,DT+RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+NB,soft,0.8364672364672364
6267,RF+KNN+SVC_RBF+LGBM_RF+XGB_RF+LR+NB,hard,0.8364672364672364
3668,DT+ETC+KNN+LGBM_RF+LR+NB,soft,0.8364672364672364
4431,RF+KNN+SVC_RBF+XGB_RF+LR+NB,hard,0.8364672364672364
3382,DT+RF+KNN+SVC_RBF+XGB_RF+NB,soft,0.8364672364672364
4079,RF+ETC+KNN+SVC_LIN+SVC_RBF+LR,hard,0.8364672364672364
3372,DT+RF+KNN+SVC_RBF+LGBM_RF+NB,soft,0.8364672364672364
2389,RF+ETC+XGB_RF+LR+NB,hard,0.8364672364672364
3664,DT+ETC+KNN+LGBM_RF+XGB_RF+LR,soft,0.8364672364672364
1329,KNN+SVC_LIN+LGBM+LR,hard,0.8364640282877737
1613,DT+RF+ETC+LGBM+NB,hard,0.8364453974210072
1191,ETC+KNN+XGB+NB,hard,0.8364451209200068
6397,ETC+KNN+SVC_LIN+LGBM+XGB_RF+LR+NB,hard,0.836425354574175
3634,DT+ETC+KNN+SVC_RBF+XGB_RF+NB,soft,0.836425354574175
3151,DT+RF+ETC+KNN+SVC_LIN+LGBM_RF,hard,0.8364245166319284
1149,ETC+KNN+SVC_LIN+XGB,hard,0.8364197530864197
3359,DT+RF+KNN+SVC_RBF+LGBM+XGB,hard,0.8364184324104449
3817,DT+ETC+XGB+XGB_RF+LR+NB,hard,0.8364078364078363
5072,DT+RF+ETC+KNN+LGBM+LGBM_RF+NB,soft,0.836405870552212
1633,DT+RF+ETC+LR+NB,hard,0.836405870552212
2444,RF+KNN+SVC_RBF+LGBM_RF+XGB_RF,soft,0.836405870552212
3180,DT+RF+ETC+KNN+LGBM+NB,soft,0.836405870552212
4411,RF+KNN+SVC_RBF+LGBM+LR+NB,hard,0.836405870552212
5082,DT+RF+ETC+KNN+LGBM+XGB_RF+NB,soft,0.836405870552212
1072,RF+SVC_RBF+LGBM+LGBM_RF,soft,0.8363881261208969
1732,DT+RF+SVC_RBF+LGBM+LGBM_RF,soft,0.8363881261208969
3683,DT+ETC+SVC_LIN+SVC_RBF+LGBM+XGB_RF,hard,0.8363881261208969
379,ETC+LGBM+XGB_RF,hard,0.8363881261208969
2659,ETC+KNN+SVC_LIN+LGBM+XGB_RF,hard,0.8363881261208969
5183,DT+RF+ETC+SVC_RBF+LGBM+LGBM_RF+NB,hard,0.8363881261208969
4359,RF+KNN+SVC_LIN+LGBM+LGBM_RF+NB,hard,0.8363602859481108
7037,DT+ETC+KNN+SVC_LIN+SVC_RBF+XGB_RF+LR+NB,hard,0.8363087241643531
628,DT+RF+SVC_RBF+LR,soft,0.8362787539258129
1412,KNN+LGBM_RF+LR+NB,soft,0.8362750944146294
2854,ETC+SVC_RBF+LGBM_RF+LR+NB,soft,0.8362750944146294
1350,KNN+SVC_LIN+LR+NB,soft,0.8362750944146294
2530,RF+SVC_LIN+SVC_RBF+LR+NB,soft,0.8362750944146294
4810,ETC+SVC_RBF+LGBM_RF+XGB_RF+LR+NB,soft,0.8362750944146294
1530,SVC_RBF+XGB_RF+LR+NB,soft,0.8362750944146294
6086,RF+ETC+SVC_LIN+SVC_RBF+LGBM_RF+XGB_RF+NB,soft,0.8362750944146294
4492,RF+SVC_LIN+SVC_RBF+LGBM_RF+LR+NB,soft,0.8362750944146294
2602,RF+SVC_RBF+LGBM_RF+LR+NB,soft,0.8362750944146294
6476,ETC+SVC_LIN+SVC_RBF+LGBM_RF+XGB_RF+LR+NB,soft,0.8362750944146294
7101,DT+ETC+KNN+LGBM+LGBM_RF+XGB+XGB_RF+NB,hard,0.8362737127371274
3793,DT+ETC+LGBM+LGBM_RF+XGB+NB,hard,0.8362737127371274
145,DT+RF+XGB,hard,0.8362681495211616
171,DT+KNN+SVC_LIN,hard,0.8362681495211616
6668,DT+RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF,soft,0.8362241804513516
3582,DT+ETC+KNN+SVC_LIN+LGBM+XGB_RF,soft,0.8362241804513516
6688,DT+RF+ETC+KNN+LGBM+LGBM_RF+XGB+XGB_RF,soft,0.8362241804513516
2331,RF+ETC+SVC_RBF+LGBM_RF+XGB,hard,0.8362241804513516
2924,KNN+SVC_LIN+LGBM+LGBM_RF+XGB,soft,0.8362241804513516
5578,DT+ETC+KNN+SVC_RBF+LGBM+XGB+LR,soft,0.8362241804513516
3190,DT+RF+ETC+KNN+XGB+XGB_RF,soft,0.8362241804513516
5016,DT+RF+ETC+KNN+SVC_LIN+LGBM_RF+XGB,soft,0.8362241804513516
5829,DT+KNN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,hard,0.8362241804513516
3626,DT+ETC+KNN+SVC_RBF+XGB+XGB_RF,soft,0.8362241804513516
6173,RF+KNN+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF,hard,0.8362241804513516
3398,DT+RF+KNN+LGBM+XGB+NB,soft,0.8362241804513516
3182,DT+RF+ETC+KNN+LGBM_RF+XGB,soft,0.8362241804513516
6650,DT+RF+ETC+KNN+SVC_RBF+LGBM+LGBM_RF+XGB_RF,soft,0.8362241804513516
3652,DT+ETC+KNN+LGBM+XGB_RF+LR,soft,0.8362241804513516
3934,DT+KNN+LGBM+LGBM_RF+XGB_RF+LR,soft,0.8362241804513516
3848,DT+KNN+SVC_LIN+LGBM+LGBM_RF+XGB,soft,0.8362241804513516
6608,DT+RF+ETC+KNN+SVC_LIN+LGBM+LGBM_RF+XGB,soft,0.8362241804513516
4759,ETC+SVC_LIN+LGBM+LGBM_RF+XGB+NB,hard,0.8362230058010107
1221,ETC+SVC_LIN+LGBM_RF+XGB,hard,0.8362230058010107
158,DT+ETC+LGBM,soft,0.8362230058010107
3914,DT+KNN+SVC_RBF+LGBM_RF+XGB_RF+LR,soft,0.8362220435391167
2443,RF+KNN+SVC_RBF+LGBM_RF+XGB,hard,0.8362220435391167
4345,RF+KNN+SVC_LIN+SVC_RBF+XGB+NB,hard,0.8362220435391167
4092,RF+ETC+KNN+SVC_LIN+LGBM_RF+XGB,soft,0.8362220435391167
6013,RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB+NB,hard,0.8362220435391167
4861,KNN+SVC_LIN+SVC_RBF+XGB+XGB_RF+NB,hard,0.8362220435391167
6454,ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB+NB,soft,0.8362220435391167
349,ETC+SVC_LIN+SVC_RBF,hard,0.8362061661457411
4919,KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF+NB,hard,0.8362026185196917
1299,ETC+LGBM_RF+XGB_RF+NB,hard,0.8361960402466732
7985,RF+KNN+SVC_RBF+LGBM+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8361797602303932
6261,RF+KNN+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR,hard,0.8361797602303932
4561,RF+SVC_RBF+XGB+XGB_RF+LR+NB,hard,0.8361797602303932
4551,RF+SVC_RBF+LGBM+XGB_RF+LR+NB,hard,0.8361797602303932
2326,RF+ETC+SVC_RBF+LGBM+LR,soft,0.8361797602303932
1097,RF+SVC_RBF+XGB_RF+LR,hard,0.8361797602303932
6331,RF+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR+NB,hard,0.8361797602303932
6247,RF+KNN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR,hard,0.8361797602303932
1099,RF+SVC_RBF+XGB_RF+NB,hard,0.8361797602303932
7785,DT+RF+KNN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR+NB,hard,0.8361797602303932
6335,RF+SVC_RBF+LGBM_RF+XGB+XGB_RF+LR+NB,hard,0.8361797602303932
4890,KNN+SVC_LIN+LGBM_RF+XGB+LR+NB,soft,0.8361797602303932
7657,DT+RF+ETC+KNN+SVC_RBF+LGBM+XGB_RF+LR+NB,hard,0.8361797602303932
2013,DT+KNN+SVC_RBF+LGBM+LGBM_RF,hard,0.8361788617886178
569,XGB+LR+NB,hard,0.8361779837118117
1289,ETC+LGBM+LR+NB,hard,0.8361667187084388
2666,ETC+KNN+SVC_LIN+LGBM_RF+XGB_RF,soft,0.8361648872409274
3272,DT+RF+ETC+SVC_RBF+LR+NB,soft,0.836150680595125
2796,ETC+SVC_LIN+LGBM+XGB+NB,soft,0.8361497939811192
2880,ETC+LGBM+XGB+LR+NB,soft,0.8361497939811192
853,DT+SVC_RBF+XGB+LR,hard,0.8361364789446982
3631,DT+ETC+KNN+SVC_RBF+XGB+NB,hard,0.8361364789446982
1341,KNN+SVC_LIN+XGB+XGB_RF,hard,0.8361187961723436
2348,RF+ETC+SVC_RBF+LR+NB,soft,0.8361131794489948
1700,DT+RF+SVC_LIN+SVC_RBF+NB,soft,0.8361004682843763
4637,ETC+KNN+SVC_LIN+XGB+XGB_RF+LR,hard,0.8360553324408745
1267,ETC+SVC_RBF+XGB_RF+NB,hard,0.8360553324408745
4179,RF+ETC+KNN+XGB+LR+NB,hard,0.8360553324408745
2018,DT+KNN+SVC_RBF+LGBM+LR,soft,0.836054173403571
2972,KNN+SVC_RBF+LGBM+XGB+XGB_RF,soft,0.836054173403571
2687,ETC+KNN+SVC_RBF+LGBM+XGB,hard,0.836054173403571
3157,DT+RF+ETC+KNN+SVC_LIN+LR,hard,0.8360403803441777
605,DT+RF+KNN+NB,hard,0.8360323886639676
7937,RF+ETC+KNN+SVC_LIN+LGBM+XGB+XGB_RF+LR+NB,hard,0.8360284701748117
1402,KNN+LGBM_RF+XGB+XGB_RF,soft,0.8360284701748117
1682,DT+RF+KNN+XGB+NB,soft,0.8360284701748117
4540,RF+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,soft,0.8360284701748117
5375,DT+RF+KNN+LGBM+XGB_RF+LR+NB,hard,0.8360284701748117
927,RF+ETC+SVC_LIN+XGB_RF,hard,0.8360284701748117
2801,ETC+SVC_LIN+LGBM+XGB_RF+NB,hard,0.8360284701748117
4479,RF+SVC_LIN+SVC_RBF+LGBM+XGB_RF+NB,hard,0.8360284701748117
1504,SVC_RBF+LGBM+XGB+NB,soft,0.8360284701748117
3211,DT+RF+ETC+SVC_LIN+SVC_RBF+LR,hard,0.8360284701748117
1037,RF+SVC_LIN+SVC_RBF+XGB_RF,hard,0.8360284701748117
4254,RF+ETC+SVC_RBF+LGBM+LGBM_RF+XGB_RF,soft,0.8360284701748117
620,DT+RF+SVC_RBF+LGBM,soft,0.8360284701748117
259,RF+ETC+NB,hard,0.8360284701748117
294,RF+SVC_RBF+XGB,soft,0.8360284701748117
4114,RF+ETC+KNN+SVC_RBF+LGBM+XGB,soft,0.8360284701748117
6908,DT+RF+KNN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+NB,soft,0.8360284701748117
2367,RF+ETC+LGBM+XGB_RF+NB,hard,0.8360284701748117
2482,RF+KNN+LGBM_RF+XGB+XGB_RF,soft,0.8360284701748117
3254,DT+RF+ETC+SVC_RBF+LGBM_RF+XGB,soft,0.8360284701748117
5044,DT+RF+ETC+KNN+SVC_RBF+LGBM+NB,soft,0.8360284701748117
2385,RF+ETC+XGB+XGB_RF+NB,hard,0.8360284701748117
2084,DT+SVC_LIN+SVC_RBF+LGBM+XGB,soft,0.8360284701748117
4973,SVC_LIN+LGBM+LGBM_RF+XGB+LR+NB,hard,0.8360240582462805
407,KNN+SVC_LIN+LGBM,hard,0.8360154384587708
2800,ETC+SVC_LIN+LGBM+XGB_RF+NB,soft,0.8360123941519291
7360,RF+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+LR+NB,soft,0.8360123941519291
7960,RF+ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+XGB_RF+LR+NB,soft,0.8360123941519291
6460,ETC+SVC_LIN+SVC_RBF+LGBM+LGBM_RF+LR+NB,soft,0.8360123941519291
1528,SVC_RBF+XGB+LR+NB,soft,0.8360123941519291
6468,ETC+SVC_LIN+SVC_RBF+LGBM+XGB_RF+LR+NB,soft,0.8360123941519291
4122,RF+ETC+KNN+SVC_RBF+LGBM_RF+XGB,soft,0.8360123941519291
2882,ETC+LGBM+XGB_RF+LR+NB,soft,0.8360123941519291
7368,RF+ETC+SVC_LIN+SVC_RBF+LGBM+XGB_RF+LR+NB,soft,0.8360123941519291
